id,Qual a principal razão para você ter escolhido a sua instituição de educação superior?,Categoria
5546,Qualidade/reputação,Pública
5547,Proximidade da minha residência,Pública
5548,Outro motivo,Pública
5549,Gratuidade,Pública
5550,Gratuidade,Pública
5551,Gratuidade,Pública
5552,Qualidade/reputação,Pública
5553,Foi a única onde tive aprovação,Pública
5554,Foi a única onde tive aprovação,Pública
5555,Gratuidade,Pública
5556,Qualidade/reputação,Pública
5557,Outro motivo,Pública
5558,Proximidade da minha residência,Pública
5559,Gratuidade,Pública
5560,Qualidade/reputação,Pública
5561,Foi a única onde tive aprovação,Pública
5563,Outro motivo,Pública
5564,Gratuidade,Pública
5565,Qualidade/reputação,Pública
5566,Gratuidade,Pública
5567,Gratuidade,Pública
5568,Outro motivo,Pública
5569,Gratuidade,Pública
5570,Gratuidade,Pública
5571,Qualidade/reputação,Pública
5572,Proximidade da minha residência,Pública
5573,Gratuidade,Pública
5574,Gratuidade,Pública
5575,Proximidade da minha residência,Pública
5576,Outro motivo,Pública
5577,Qualidade/reputação,Pública
5578,Proximidade da minha residência,Pública
5579,NA,Pública
5580,Gratuidade,Pública
5581,Gratuidade,Pública
5582,Gratuidade,Pública
5583,Gratuidade,Pública
5584,Gratuidade,Pública
5585,Qualidade/reputação,Pública
5586,Gratuidade,Pública
5587,Qualidade/reputação,Pública
5588,Gratuidade,Pública
5589,Qualidade/reputação,Pública
5590,Proximidade da minha residência,Pública
5591,Qualidade/reputação,Pública
5592,Gratuidade,Pública
5593,Gratuidade,Pública
5594,Qualidade/reputação,Pública
5595,Gratuidade,Pública
5596,Gratuidade,Pública
5597,Gratuidade,Pública
5598,Gratuidade,Pública
5599,Gratuidade,Pública
5600,Proximidade da minha residência,Pública
5601,Qualidade/reputação,Pública
5602,Gratuidade,Pública
5603,Gratuidade,Pública
5604,Proximidade da minha residência,Pública
5605,Gratuidade,Pública
5606,Facilidade de acesso,Pública
5607,Qualidade/reputação,Pública
5608,Qualidade/reputação,Pública
5609,Gratuidade,Pública
5610,Gratuidade,Pública
5611,Proximidade da minha residência,Pública
5612,Proximidade da minha residência,Pública
5613,Gratuidade,Pública
5614,Gratuidade,Pública
5615,Gratuidade,Pública
5616,Gratuidade,Pública
5617,Proximidade da minha residência,Pública
5618,Facilidade de acesso,Pública
5619,Proximidade da minha residência,Pública
5620,Foi a única onde tive aprovação,Pública
5621,Gratuidade,Pública
5622,Gratuidade,Pública
5623,Foi a única onde tive aprovação,Pública
5624,Qualidade/reputação,Pública
5625,Gratuidade,Pública
5626,Qualidade/reputação,Pública
5627,Proximidade da minha residência,Pública
5628,Gratuidade,Pública
5629,Gratuidade,Pública
5630,Qualidade/reputação,Pública
5631,Gratuidade,Pública
5633,Gratuidade,Pública
5634,Foi a única onde tive aprovação,Pública
5635,Qualidade/reputação,Pública
5636,Qualidade/reputação,Pública
5637,Proximidade da minha residência,Pública
5639,Qualidade/reputação,Pública
5640,Qualidade/reputação,Pública
5641,Proximidade da minha residência,Pública
5642,Qualidade/reputação,Pública
5643,Proximidade da minha residência,Pública
5644,Qualidade/reputação,Pública
5645,Gratuidade,Pública
5646,Proximidade da minha residência,Pública
5647,Gratuidade,Pública
5648,Proximidade da minha residência,Pública
5649,Gratuidade,Pública
5650,Qualidade/reputação,Pública
5651,Qualidade/reputação,Pública
5652,Foi a única onde tive aprovação,Pública
5653,Proximidade da minha residência,Pública
5654,Gratuidade,Pública
5655,Gratuidade,Pública
5656,Proximidade da minha residência,Pública
5657,Proximidade da minha residência,Pública
5658,Gratuidade,Pública
5659,Gratuidade,Pública
5660,Gratuidade,Pública
5661,Proximidade da minha residência,Pública
5662,Qualidade/reputação,Pública
5663,Gratuidade,Pública
5664,Qualidade/reputação,Pública
5665,Gratuidade,Pública
5666,Gratuidade,Pública
5667,Gratuidade,Pública
5668,Gratuidade,Pública
5669,Gratuidade,Pública
5670,Qualidade/reputação,Pública
5671,Qualidade/reputação,Pública
5672,Gratuidade,Pública
5673,Qualidade/reputação,Pública
5674,Gratuidade,Pública
5675,Qualidade/reputação,Pública
5676,Gratuidade,Pública
5677,Proximidade da minha residência,Pública
5678,Outro motivo,Pública
5679,Gratuidade,Pública
5680,Gratuidade,Pública
5681,Gratuidade,Pública
5682,Qualidade/reputação,Pública
5683,Gratuidade,Pública
5684,Gratuidade,Pública
5685,Qualidade/reputação,Pública
5686,Proximidade da minha residência,Pública
5688,NA,Pública
5689,Outro motivo,Pública
5690,Proximidade do meu trabalho,Pública
5691,Gratuidade,Pública
5692,Qualidade/reputação,Pública
5693,Gratuidade,Pública
5694,Gratuidade,Pública
5695,Proximidade da minha residência,Pública
5696,Qualidade/reputação,Pública
5697,Proximidade da minha residência,Pública
5698,Qualidade/reputação,Pública
5699,Qualidade/reputação,Pública
5700,Proximidade da minha residência,Pública
5701,Qualidade/reputação,Pública
5703,Qualidade/reputação,Pública
5704,Outro motivo,Pública
5705,Proximidade da minha residência,Pública
5706,Proximidade da minha residência,Pública
5707,Gratuidade,Pública
5708,Gratuidade,Pública
5709,Gratuidade,Pública
5710,Qualidade/reputação,Pública
5711,Qualidade/reputação,Pública
5712,Qualidade/reputação,Pública
5713,Gratuidade,Pública
5714,Gratuidade,Pública
5715,Proximidade da minha residência,Pública
5716,Gratuidade,Pública
5717,Gratuidade,Pública
5718,Qualidade/reputação,Pública
5719,Qualidade/reputação,Pública
5720,Gratuidade,Pública
5721,Proximidade da minha residência,Pública
5722,Gratuidade,Pública
5723,Gratuidade,Pública
5724,Qualidade/reputação,Pública
5725,Facilidade de acesso,Pública
5726,Gratuidade,Pública
5727,Gratuidade,Pública
5728,Qualidade/reputação,Pública
5729,Gratuidade,Pública
5730,Qualidade/reputação,Pública
5731,Proximidade da minha residência,Pública
5732,Gratuidade,Pública
5733,Qualidade/reputação,Pública
5734,Qualidade/reputação,Pública
5735,Proximidade da minha residência,Pública
5736,Qualidade/reputação,Pública
5737,Qualidade/reputação,Pública
5738,Gratuidade,Pública
5739,Qualidade/reputação,Pública
5740,Gratuidade,Pública
5741,Proximidade da minha residência,Pública
5742,Outro motivo,Pública
5743,Gratuidade,Pública
5744,Gratuidade,Pública
5745,Proximidade da minha residência,Pública
5746,Proximidade da minha residência,Pública
5747,Gratuidade,Pública
5748,Qualidade/reputação,Pública
5749,Gratuidade,Pública
5750,Qualidade/reputação,Pública
5751,Qualidade/reputação,Pública
5752,Gratuidade,Pública
5753,Qualidade/reputação,Pública
5754,Gratuidade,Pública
5755,Gratuidade,Pública
5756,Gratuidade,Pública
5757,Qualidade/reputação,Pública
5758,Qualidade/reputação,Pública
5759,Outro motivo,Pública
5760,Gratuidade,Pública
5761,Qualidade/reputação,Pública
5762,Gratuidade,Pública
5763,Gratuidade,Pública
5764,Gratuidade,Pública
5765,Outro motivo,Pública
5766,Gratuidade,Pública
5767,Proximidade da minha residência,Pública
5768,Gratuidade,Pública
5769,Gratuidade,Pública
5770,Gratuidade,Pública
5771,Qualidade/reputação,Pública
5773,Gratuidade,Pública
5774,Qualidade/reputação,Pública
5775,Qualidade/reputação,Pública
5776,Qualidade/reputação,Pública
5777,Qualidade/reputação,Pública
5778,Gratuidade,Pública
5779,Qualidade/reputação,Pública
5780,Qualidade/reputação,Pública
5781,Qualidade/reputação,Pública
5782,Qualidade/reputação,Pública
5783,Outro motivo,Pública
5784,Qualidade/reputação,Pública
5785,Qualidade/reputação,Pública
5786,Gratuidade,Pública
5787,Gratuidade,Pública
5788,Outro motivo,Pública
5789,Gratuidade,Pública
5790,Qualidade/reputação,Pública
5791,Qualidade/reputação,Pública
5792,Gratuidade,Pública
5794,Gratuidade,Pública
5795,Qualidade/reputação,Pública
5796,Gratuidade,Pública
5797,Proximidade da minha residência,Pública
5798,Qualidade/reputação,Pública
5799,Gratuidade,Pública
5800,Qualidade/reputação,Pública
5801,Gratuidade,Pública
5802,Qualidade/reputação,Pública
5803,Gratuidade,Pública
5804,Outro motivo,Pública
5805,Qualidade/reputação,Pública
5806,Qualidade/reputação,Pública
5807,Gratuidade,Pública
5808,Gratuidade,Pública
5809,Gratuidade,Pública
5810,Qualidade/reputação,Pública
5811,Proximidade da minha residência,Pública
5812,Qualidade/reputação,Pública
5813,Gratuidade,Pública
5814,Gratuidade,Pública
5815,Outro motivo,Pública
5816,Gratuidade,Pública
5817,Gratuidade,Pública
5818,Qualidade/reputação,Pública
5819,Gratuidade,Pública
5820,Outro motivo,Pública
5821,Gratuidade,Pública
5822,Qualidade/reputação,Pública
5823,Qualidade/reputação,Pública
5824,Gratuidade,Pública
5825,Gratuidade,Pública
5827,Gratuidade,Pública
5829,Gratuidade,Pública
5830,Gratuidade,Pública
5832,Gratuidade,Pública
5833,Gratuidade,Pública
5834,Gratuidade,Pública
5835,Proximidade da minha residência,Pública
5836,Gratuidade,Pública
5837,Gratuidade,Pública
5839,Gratuidade,Pública
5840,Facilidade de acesso,Pública
5841,Qualidade/reputação,Pública
5842,Gratuidade,Pública
5843,Possibilidade de ter bolsa de estudo,Pública
5844,Gratuidade,Pública
5846,Gratuidade,Pública
5848,Gratuidade,Pública
5849,Gratuidade,Pública
5851,Gratuidade,Pública
5852,Facilidade de acesso,Pública
5853,Qualidade/reputação,Pública
5854,Qualidade/reputação,Pública
5856,Outro motivo,Pública
5857,Qualidade/reputação,Pública
5858,Qualidade/reputação,Pública
5859,Outro motivo,Pública
5860,Qualidade/reputação,Pública
5861,Qualidade/reputação,Pública
5862,Proximidade da minha residência,Pública
5863,Qualidade/reputação,Pública
5864,Gratuidade,Pública
5865,Gratuidade,Pública
5866,Gratuidade,Pública
5867,Gratuidade,Pública
5868,Gratuidade,Pública
5869,Gratuidade,Pública
5870,Gratuidade,Pública
5872,Gratuidade,Pública
5874,Qualidade/reputação,Pública
5875,Gratuidade,Pública
5876,Outro motivo,Pública
5877,Qualidade/reputação,Pública
5878,NA,Pública
5880,Facilidade de acesso,Pública
5881,Gratuidade,Pública
5882,Gratuidade,Pública
5883,Gratuidade,Pública
5885,Proximidade da minha residência,Pública
5886,Gratuidade,Pública
5887,Gratuidade,Pública
5888,Gratuidade,Pública
5889,Gratuidade,Pública
5890,Gratuidade,Pública
5891,Gratuidade,Pública
5892,Gratuidade,Pública
5893,Gratuidade,Pública
5894,Gratuidade,Pública
5895,Proximidade da minha residência,Pública
5896,Gratuidade,Pública
5897,Gratuidade,Pública
5899,Gratuidade,Pública
5900,Gratuidade,Pública
5901,Outro motivo,Pública
5902,Facilidade de acesso,Pública
5903,Gratuidade,Pública
5904,Gratuidade,Pública
5905,Proximidade do meu trabalho,Pública
5906,NA,Pública
5907,Gratuidade,Pública
5909,Gratuidade,Pública
5911,Gratuidade,Pública
5914,Gratuidade,Pública
5915,Outro motivo,Pública
5916,Gratuidade,Pública
5917,Qualidade/reputação,Pública
5919,Gratuidade,Pública
5920,Facilidade de acesso,Pública
5921,NA,Pública
5922,Gratuidade,Pública
5923,Gratuidade,Pública
5924,Proximidade da minha residência,Pública
5927,Facilidade de acesso,Pública
5929,Gratuidade,Pública
5930,Gratuidade,Pública
5931,Facilidade de acesso,Pública
5932,Gratuidade,Pública
5933,Gratuidade,Pública
5934,Gratuidade,Pública
5935,Gratuidade,Pública
5936,Proximidade da minha residência,Pública
5937,Gratuidade,Pública
5938,Gratuidade,Pública
5939,Gratuidade,Pública
5941,Gratuidade,Pública
5943,Gratuidade,Pública
5944,Gratuidade,Pública
5945,Gratuidade,Pública
5946,Gratuidade,Pública
5948,Facilidade de acesso,Pública
5950,Gratuidade,Pública
5951,Gratuidade,Pública
5952,Foi a única onde tive aprovação,Pública
5953,Gratuidade,Pública
5954,Gratuidade,Pública
5955,Gratuidade,Pública
5956,Gratuidade,Pública
5957,Proximidade da minha residência,Pública
5958,Proximidade da minha residência,Pública
5959,Gratuidade,Pública
5962,Proximidade da minha residência,Pública
5964,Gratuidade,Pública
5965,Qualidade/reputação,Pública
5966,Gratuidade,Pública
5968,Gratuidade,Pública
5969,Gratuidade,Pública
5970,Gratuidade,Pública
5971,Foi a única onde tive aprovação,Pública
5973,Gratuidade,Pública
5976,Proximidade da minha residência,Pública
5979,Gratuidade,Pública
5981,NA,Pública
5982,Gratuidade,Pública
5983,Gratuidade,Pública
5984,Gratuidade,Pública
5985,Outro motivo,Pública
5987,Gratuidade,Pública
5988,Facilidade de acesso,Pública
5989,Proximidade da minha residência,Pública
5990,Proximidade da minha residência,Pública
5991,Proximidade da minha residência,Pública
5992,Gratuidade,Pública
5995,Proximidade da minha residência,Pública
5996,Gratuidade,Pública
5997,Gratuidade,Pública
5998,Gratuidade,Pública
5999,Gratuidade,Pública
6000,Gratuidade,Pública
6001,Gratuidade,Pública
6002,Outro motivo,Pública
6003,Facilidade de acesso,Pública
6004,Gratuidade,Pública
6005,Gratuidade,Pública
6006,Gratuidade,Pública
6007,Gratuidade,Pública
6008,Proximidade da minha residência,Pública
6009,Qualidade/reputação,Pública
6010,Gratuidade,Pública
6011,Proximidade da minha residência,Pública
6012,Gratuidade,Pública
6013,Gratuidade,Pública
6014,Proximidade da minha residência,Pública
6015,NA,Pública
6016,Proximidade da minha residência,Pública
6017,Gratuidade,Pública
6020,Gratuidade,Pública
6022,Gratuidade,Pública
6023,Gratuidade,Pública
6024,NA,Pública
6025,Gratuidade,Pública
6027,Gratuidade,Pública
6032,Gratuidade,Pública
6034,Proximidade da minha residência,Pública
6036,Gratuidade,Pública
6037,Foi a única onde tive aprovação,Pública
6039,Gratuidade,Pública
6041,Gratuidade,Pública
6042,Gratuidade,Pública
6043,Gratuidade,Pública
6044,Qualidade/reputação,Pública
6045,Foi a única onde tive aprovação,Pública
6046,Gratuidade,Pública
6047,Gratuidade,Pública
6048,Gratuidade,Pública
6049,Foi a única onde tive aprovação,Pública
6050,Proximidade da minha residência,Pública
6051,Proximidade da minha residência,Pública
6052,Gratuidade,Pública
6053,Gratuidade,Pública
6054,Gratuidade,Pública
6055,Gratuidade,Pública
6056,Gratuidade,Pública
6057,Gratuidade,Pública
6058,Gratuidade,Pública
6059,Facilidade de acesso,Pública
6060,Facilidade de acesso,Pública
6061,Proximidade da minha residência,Pública
6062,Outro motivo,Pública
6063,Outro motivo,Pública
6064,Outro motivo,Pública
6065,Gratuidade,Pública
6066,Gratuidade,Pública
6067,Gratuidade,Pública
6068,Facilidade de acesso,Pública
6069,Proximidade da minha residência,Pública
6070,Qualidade/reputação,Pública
6071,Qualidade/reputação,Pública
6072,Gratuidade,Pública
6073,Gratuidade,Pública
6074,Gratuidade,Pública
6075,Qualidade/reputação,Pública
6076,Facilidade de acesso,Pública
6077,Gratuidade,Pública
6078,Gratuidade,Pública
6079,Gratuidade,Pública
6080,Qualidade/reputação,Pública
6081,Gratuidade,Pública
6082,Gratuidade,Pública
6083,Gratuidade,Pública
6084,Gratuidade,Pública
6085,Gratuidade,Pública
6086,Gratuidade,Pública
6087,Gratuidade,Pública
6088,Proximidade da minha residência,Pública
6089,Foi a única onde tive aprovação,Pública
6090,Gratuidade,Pública
6091,Gratuidade,Pública
6092,Gratuidade,Pública
6093,Proximidade da minha residência,Pública
6094,Gratuidade,Pública
6095,Foi a única onde tive aprovação,Pública
6096,Gratuidade,Pública
6097,Gratuidade,Pública
6098,Facilidade de acesso,Pública
6100,Gratuidade,Pública
6102,Proximidade da minha residência,Pública
6103,Gratuidade,Pública
6104,Proximidade da minha residência,Pública
6105,Gratuidade,Pública
6106,Proximidade da minha residência,Pública
6107,Gratuidade,Pública
6108,Gratuidade,Pública
6109,Proximidade da minha residência,Pública
6110,Gratuidade,Pública
6112,Gratuidade,Pública
6113,Gratuidade,Pública
6114,Proximidade da minha residência,Pública
6115,Gratuidade,Pública
6116,Gratuidade,Pública
6117,Proximidade da minha residência,Pública
6118,Gratuidade,Pública
6119,Gratuidade,Pública
6120,Gratuidade,Pública
6121,Outro motivo,Pública
6122,Gratuidade,Pública
6123,Proximidade da minha residência,Pública
6124,Foi a única onde tive aprovação,Pública
6125,Gratuidade,Pública
6126,NA,Pública
6127,Gratuidade,Pública
6128,Gratuidade,Pública
6129,Gratuidade,Pública
6130,Proximidade da minha residência,Pública
6131,Gratuidade,Pública
6132,Gratuidade,Pública
6133,Qualidade/reputação,Pública
6134,Gratuidade,Pública
6135,Qualidade/reputação,Pública
6136,Qualidade/reputação,Pública
6137,Gratuidade,Pública
6138,Proximidade da minha residência,Pública
6139,Gratuidade,Pública
6140,Foi a única onde tive aprovação,Pública
6141,Qualidade/reputação,Pública
6142,Qualidade/reputação,Pública
6143,Gratuidade,Pública
6144,Proximidade da minha residência,Pública
6145,Foi a única onde tive aprovação,Pública
