id,NT_GER,NT_FG,NT_OBJ_FG,NT_DIS_FG,NT_FG_D1,NT_FG_D1_PT,NT_FG_D1_CT,NT_FG_D2,NT_FG_D2_PT,NT_FG_D2_CT,NT_CE,CO_RS_I9,Categoria
4752,23.4,26,14.3,43.5,12,60,0,75,75,75,22.5,D,Pública
4753,41.6,52,71.4,23,46,30,50,0,0,0,38.1,D,Pública
4754,31.6,32.4,14.3,59.5,64,40,70,55,75,50,31.3,.,Pública
4755,43.6,41.6,28.6,61,74,70,75,48,40,50,44.2,C,Pública
4756,40.5,45.7,42.9,50,50,50,50,50,70,45,38.7,C,Pública
4757,32.8,58.3,42.9,81.5,68,60,70,95,75,100,24.3,D,Pública
4758,33.4,41.2,28.6,60,91,55,100,29,45,25,30.8,C,Pública
4759,40.8,41.2,28.6,60,71,75,70,49,65,45,40.6,D,Pública
4760,60.3,60.1,57.1,64.5,77,85,75,52,80,45,60.3,D,Pública
4761,41.6,56.3,42.9,76.5,83,55,90,70,50,75,36.7,D,Pública
4762,50,60.4,50,76,83,55,90,69,65,70,46.5,D,Pública
4763,13.5,7.5,12.5,0,0,0,0,0,0,0,15.5,A,Pública
4764,47,49,50,47.5,46,50,45,49,65,45,46.3,D,Pública
4765,44.6,39.4,25,61,71,75,70,51,75,45,46.3,C,Pública
4766,26.3,52.5,37.5,75,74,70,75,76,80,75,17.5,D,Pública
4767,24.4,25.6,25,26.5,53,45,55,0,0,0,24,C,Pública
4769,58,37.5,62.5,0,0,0,0,0,0,0,64.8,E,Pública
4771,56.1,50.3,37.5,69.5,68,80,65,71,75,70,58,D,Pública
4772,40.2,63.7,62.5,65.5,85,65,90,46,50,45,32.4,D,Pública
4773,11.8,29,25,35,70,30,80,0,0,0,6.1,C,Pública
4774,42.9,51,50,52.5,72,80,70,33,65,25,40.2,D,Pública
4775,41.3,37.5,62.5,0,0,0,0,0,0,0,42.5,C,Pública
4776,63.9,57.6,50,69,89,85,90,49,65,45,66,E,Pública
4778,41,43.1,37.5,51.5,53,65,50,50,50,50,40.3,D,Pública
4779,24.6,40.4,25,63.5,54,70,50,73,65,75,19.3,D,Pública
4780,26.9,33.6,50,9,8,40,0,10,50,0,24.7,A,Pública
4781,32.2,38,25,57.5,64,60,65,51,75,45,30.3,D,Pública
4782,27.4,24.5,12.5,42.5,54,50,55,31,55,25,28.3,B,Pública
4783,51,51.1,62.5,34,68,80,65,0,0,0,50.9,E,Pública
4784,24.3,39.1,12.5,79,87,75,90,71,75,70,19.3,E,Pública
4785,68.1,46.9,37.5,61,51,75,45,71,75,70,75.1,D,Pública
4786,72,71.4,75,66,78,70,80,54,90,45,72.2,D,Pública
4787,60.5,50.9,37.5,71,74,70,75,68,60,70,63.7,C,Pública
4788,56.8,49.1,37.5,66.5,65,65,65,68,40,75,59.3,C,Pública
4789,41.3,40.5,12.5,82.5,74,70,75,91,55,100,41.5,C,Pública
4790,46.7,22.5,37.5,0,0,0,0,0,0,0,54.8,D,Pública
4791,31.5,15,25,0,0,0,0,0,0,0,37,C,Pública
4792,33.7,32.6,25,44,13,65,0,75,75,75,34.1,B,Pública
4793,34.5,38.4,25,58.5,46,70,40,71,55,75,33.2,E,Pública
4794,47.2,43.5,62.5,15,0,0,0,30,50,25,48.4,E,Pública
4795,55.9,33.4,25,46,0,0,0,92,60,100,63.4,C,Pública
4796,45.4,47.9,37.5,63.5,57,65,55,70,50,75,44.6,C,Pública
4797,27.3,30.7,12.5,58,65,65,65,51,75,45,26.2,C,Pública
4798,50,45.3,37.5,57,59,75,55,55,75,50,51.5,D,Pública
4799,49.5,63,50,82.5,96,80,100,69,65,70,45,D,Pública
4800,36.1,22.5,37.5,0,0,0,0,0,0,0,40.6,C,Pública
4801,31.5,8.5,12.5,2.5,0,0,0,5,25,0,39.2,B,Pública
4802,44.7,54.4,50,61,47,75,40,75,75,75,41.5,B,Pública
4805,27.5,40.5,37.5,45,39,75,30,51,75,45,23.2,C,Pública
4806,38.4,59.6,50,74,59,55,60,89,45,100,31.3,C,Pública
4807,49.2,57.5,62.5,50,47,55,45,53,65,50,46.4,C,Pública
4808,30.8,30.7,12.5,58,70,90,65,46,50,45,30.8,C,Pública
4809,28.9,32.3,12.5,62,49,65,45,75,75,75,27.8,E,Pública
4810,34.9,17.6,25,6.5,13,65,0,0,0,0,40.6,B,Pública
4811,52.1,61.8,50,79.5,68,80,65,91,55,100,48.9,D,Pública
4812,48.6,50.7,37.5,70.5,96,80,100,45,45,45,47.9,D,Pública
4813,54.6,55.3,37.5,82,69,65,70,95,75,100,54.3,C,Pública
4814,25.2,25.3,12.5,44.5,55,55,55,34,70,25,25.2,B,Pública
4815,37.9,49.2,50,48,47,75,40,49,65,45,34.1,E,Pública
4816,27.5,48.9,37.5,66,43,55,40,89,45,100,20.4,B,Pública
4817,32.6,53.2,50,58,62,50,65,54,70,50,25.7,C,Pública
4818,35.8,43.5,37.5,52.5,55,75,50,50,70,45,33.2,D,Pública
4819,55.6,73.5,62.5,90,87,75,90,93,65,100,49.6,E,Pública
4820,49.2,82.2,75,93,93,65,100,93,65,100,38.2,C,Pública
4821,65.5,64.8,50,87,78,70,80,96,80,100,65.7,D,Pública
4822,56,52.9,37.5,76,79,75,80,73,65,75,57,C,Pública
4823,71.6,60.8,50,77,79,75,80,75,75,75,75.2,D,Pública
4824,30.5,22.5,37.5,0,0,0,0,0,0,0,33.2,C,Pública
4825,35.5,24.8,25,24.5,49,65,45,0,0,0,39,B,Pública
4826,53.3,77.8,75,82,67,75,65,97,85,100,45.1,D,Pública
4827,35.3,30,50,0,0,0,0,0,0,0,37,C,Pública
4828,30.2,54.2,50,60.5,52,80,45,69,65,70,22.2,D,Pública
4829,57.9,53.3,37.5,77,79,75,80,75,75,75,59.4,C,Pública
4830,76.3,67.7,62.5,75.5,74,90,70,77,85,75,79.2,D,Pública
4831,54.7,66.5,62.5,72.5,75,55,80,70,50,75,50.8,D,Pública
4832,39.5,44.1,37.5,54,78,70,80,30,50,25,38,C,Pública
4833,49.4,30,50,0,0,0,0,0,0,0,55.8,.,Pública
4835,46.5,52.6,50,56.5,79,75,80,34,90,20,44.5,D,Pública
4836,46.8,56.8,50,67,63,75,60,71,55,75,43.4,B,Pública
4837,42.1,41,50,27.5,55,75,50,0,0,0,42.4,.,Pública
4838,58.6,71.5,62.5,85,75,75,75,95,75,100,54.3,C,Pública
4840,60.3,72.3,62.5,87,79,75,80,95,75,100,56.3,E,Pública
4841,34.1,53.5,37.5,77.5,58,70,55,97,85,100,27.6,E,Pública
4842,72.5,69.9,62.5,81,64,80,60,98,90,100,73.3,C,Pública
4843,64.1,82.9,87.5,76,82,90,80,70,70,70,57.8,C,Pública
4844,46.7,62.4,50,81,69,85,65,93,65,100,41.5,C,Pública
4845,38.2,15,0,37.5,0,0,0,75,75,75,45.9,C,Pública
4846,60.8,83.4,75,96,96,80,100,96,80,100,53.3,D,Pública
4847,30.5,45,25,75,54,70,50,96,80,100,25.7,E,Pública
4848,36.1,53.4,50,58.5,68,80,65,49,65,45,30.3,C,Pública
4849,35.5,43.6,25,71.5,48,80,40,95,75,100,32.8,B,Pública
4850,45.9,45.7,37.5,58,65,65,65,51,75,45,45.9,D,Pública
4851,63.9,65.3,62.5,69.5,88,80,90,51,75,45,63.4,C,Pública
4852,62.3,67.9,87.5,38.5,77,85,75,0,0,0,60.4,D,Pública
4853,30,32.1,37.5,24,48,80,40,0,0,0,29.3,C,Pública
4854,37.7,36.2,25,53,53,65,50,53,65,50,38.2,C,Pública
4855,59.9,57.3,37.5,87,79,75,80,95,75,100,60.8,D,Pública
4856,47.6,70.4,75,63.5,56,80,50,71,75,70,40,C,Pública
4857,48.7,33.5,37.5,27.5,39,75,30,16,80,0,53.8,C,Pública
4858,47.7,56.8,50,67,65,65,65,69,65,70,44.6,D,Pública
4859,54.8,44.2,50,35.5,71,75,70,0,0,0,58.3,B,Pública
4860,44.4,72,75,67.5,63,75,60,72,80,70,35.2,.,Pública
4861,16,24,0,60,69,45,75,51,75,45,13.3,B,Pública
4862,29.8,40.6,25,64,82,90,80,46,50,45,26.2,C,Pública
4864,46.4,30,50,0,0,0,0,0,0,0,51.8,C,Pública
4865,66.7,66.2,50,90.5,85,65,90,96,80,100,66.9,D,Pública
4866,48.5,58.7,37.5,90.5,85,65,90,96,80,100,45.1,D,Pública
4867,62.2,41.3,37.5,47,0,0,0,94,70,100,69.1,E,Pública
4868,58.4,45,75,0,0,0,0,0,0,0,62.8,D,Pública
4869,50.1,65.1,62.5,69,62,90,55,76,80,75,45.1,D,Pública
4870,66.8,59.5,62.5,55,64,100,55,46,30,50,69.2,D,Pública
4872,55.1,53.9,62.5,41,60,60,60,22,30,20,55.5,D,Pública
4873,50.5,51.9,37.5,73.5,52,80,45,95,75,100,50,D,Pública
4874,63.6,68.5,62.5,77.5,87,75,90,68,60,70,61.9,B,Pública
4875,61.4,68.1,62.5,76.5,82,90,80,71,55,75,59.2,E,Pública
4876,47.2,22.5,37.5,0,0,0,0,0,0,0,55.4,B,Pública
4877,38.3,64.9,62.5,68.5,63,55,65,74,70,75,29.4,D,Pública
4879,46.2,55.3,37.5,82,71,55,75,93,65,100,43.1,D,Pública
4881,37.5,53.5,37.5,77.5,60,80,55,95,75,100,32.1,D,Pública
4882,64.7,56.1,37.5,84,72,80,70,96,80,100,67.6,C,Pública
4883,42.5,56,50,65,75,55,80,55,75,50,38,E,Pública
4884,38.6,41.2,25,65.5,56,80,50,75,75,75,37.7,C,Pública
4885,35.9,26.7,12.5,48,26,70,15,70,70,70,39,C,Pública
4887,26,41,25,65,61,65,60,69,65,70,21,B,Pública
4888,55.6,43.2,50,33,66,70,65,0,0,0,59.7,E,Pública
4889,28.9,26.8,0,67,59,75,55,75,75,75,29.6,C,Pública
4890,57.7,65.7,62.5,70.5,66,70,65,75,75,75,55,D,Pública
4891,30.3,62.3,62.5,62,58,50,60,66,50,70,19.6,E,Pública
4892,57.6,67,50,92.5,90,50,100,95,75,100,54.5,D,Pública
4893,52.8,55.3,62.5,44.5,38,70,30,51,55,50,52,D,Pública
4894,36.1,48.2,50,45.5,59,75,55,32,80,20,32.1,D,Pública
4897,58.8,57.4,50,68.5,71,75,70,66,50,70,59.2,B,Pública
4898,27.7,65.6,50,89,80,80,80,98,90,100,15.1,C,Pública
4899,47.7,54.6,50,61.5,50,70,45,73,65,75,45.4,D,Pública
4900,25.6,57.7,37.5,88,79,75,80,97,85,100,14.9,C,Pública
4901,33.2,33.3,12.5,64.5,61,65,60,68,60,70,33.2,E,Pública
4902,64.3,55.4,50,63.5,55,75,50,72,60,75,67.3,D,Pública
4903,30.2,53.2,50,58,39,75,30,77,85,75,22.5,C,Pública
4904,32,49.3,37.5,67,76,80,75,58,90,50,26.2,D,Pública
4905,60.5,56.8,50,67,78,90,75,56,80,50,61.7,C,Pública
4906,63.5,58.5,37.5,90,85,65,90,95,75,100,65.1,.,Pública
4907,48.2,60.6,50,76.5,78,70,80,75,75,75,44,D,Pública
4908,58.4,51.4,50,53.5,58,50,60,49,65,45,60.7,D,Pública
4910,56.5,37.5,62.5,0,0,0,0,0,0,0,62.8,E,Pública
4911,53.3,61.4,50,78.5,64,80,60,93,65,100,50.6,E,Pública
4913,35.8,29.9,12.5,56,57,65,55,55,75,50,37.7,E,Pública
4914,30.9,45.9,37.5,58.5,48,60,45,69,65,70,25.9,B,Pública
4916,30.5,22.5,37.5,0,0,0,0,0,0,0,33.2,B,Pública
4917,54.9,61,50,77.5,65,65,65,90,50,100,52.8,B,Pública
4918,31.5,70.7,62.5,83,88,80,90,78,90,75,18.4,D,Pública
4919,51.6,62.2,50,80.5,71,75,70,90,50,100,48,D,Pública
4920,24.2,30,50,0,0,0,0,0,0,0,22.2,B,Pública
4921,33.9,36.1,37.5,34,68,60,70,0,0,0,33.2,D,Pública
4922,23.7,28.1,12.5,51.5,39,75,30,64,40,70,22.2,B,Pública
4924,32,39.2,50,23,0,0,0,46,50,45,29.6,B,Pública
4926,45.4,37.7,37.5,38,76,60,80,0,0,0,48,D,Pública
4927,51.6,68.6,75,59,52,60,50,66,50,70,45.9,D,Pública
4928,57.1,75,75,75,98,90,100,52,80,45,51.1,C,Pública
4930,16.7,22.5,37.5,0,0,0,0,0,0,0,14.8,B,Pública
4931,39.8,37.5,62.5,0,0,0,0,0,0,0,40.6,D,Pública
4936,49.9,72.2,75,68,61,65,60,75,75,75,42.5,D,Pública
4939,24.3,41.9,37.5,48.5,26,70,15,71,75,70,18.4,B,Pública
4943,49.6,56.3,62.5,47,43,55,40,51,55,50,47.4,D,Pública
4944,46,62.4,50,81,95,75,100,67,55,70,40.5,D,Pública
4952,43.4,36,50,15,30,50,25,0,0,0,45.9,D,Pública
4953,52.3,58.9,37.5,91,87,75,90,95,75,100,50.1,C,Pública
4954,30.6,58.8,50,72,51,75,45,93,65,100,21.2,D,Pública
4955,52.5,44.1,37.5,54,55,75,50,53,65,50,55.3,D,Pública
4956,65,77.7,87.5,63,49,85,40,77,85,75,60.8,E,Pública
4957,28.2,40,50,25,50,70,45,0,0,0,24.2,D,Pública
4958,51.4,69.3,62.5,79.5,84,60,90,75,75,75,45.4,D,Pública
4959,59.2,81.5,87.5,72.5,75,75,75,70,70,70,51.8,E,Pública
4960,50.4,58.6,50,71.5,90,90,90,53,65,50,47.6,C,Pública
4961,49.8,62.2,75,43,86,70,90,0,0,0,45.6,D,Pública
4962,33.7,74.6,75,74,79,75,80,69,65,70,20,D,Pública
4963,25,19.6,0,49,47,75,40,51,55,50,26.8,B,Pública
4964,47.8,70.5,62.5,82.5,74,70,75,91,55,100,40.2,D,Pública
4965,24.1,38.6,25,59,64,60,65,54,70,50,19.3,B,Pública
4967,60.6,30,50,0,0,0,0,0,0,0,70.8,D,Pública
4968,26.3,27.9,37.5,13.5,27,75,15,0,0,0,25.8,D,Pública
4970,37.2,58.4,75,33.5,43,55,40,24,40,20,30.1,B,Pública
4972,78.6,71.9,62.5,86,79,75,80,93,65,100,80.8,C,Pública
4973,33,28.8,25,34.5,19,35,15,50,50,50,34.4,A,Pública
4974,62.3,54.6,50,61.5,49,85,40,74,70,75,64.8,C,Pública
4975,65.8,75.2,75,75.5,56,80,50,95,75,100,62.6,C,Pública
4976,49.3,47.4,25,81,69,65,70,93,65,100,49.9,D,Pública
4977,54.9,61.6,50,79,79,75,80,79,95,75,52.6,E,Pública
4978,41.7,25.8,25,27,54,50,55,0,0,0,47,B,Pública
4979,56.6,53.6,50,59,65,65,65,53,65,50,57.6,D,Pública
4980,67.9,35.1,12.5,69,65,65,65,73,65,75,78.8,E,Pública
4981,62.1,45.2,50,38,0,0,0,76,80,75,67.7,C,Pública
4982,74.1,49.3,37.5,67,82,90,80,52,80,45,82.3,D,Pública
4983,77.8,58.4,50,71,72,60,75,70,50,75,84.3,D,Pública
4984,73.2,59.2,50,73,74,70,75,72,60,75,77.8,E,Pública
4985,70.4,78.2,75,83,92,60,100,74,70,75,67.8,C,Pública
4986,31.6,46.1,37.5,59,65,65,65,53,65,50,26.7,D,Pública
4987,56.8,64.7,62.5,68,67,75,65,69,65,70,54.1,D,Pública
4988,44.6,40.8,25,64.5,53,65,50,76,80,75,45.9,C,Pública
4989,51.4,52.1,37.5,74,55,55,55,93,65,100,51.1,B,Pública
4990,53.9,63.9,62.5,66,59,75,55,73,65,75,50.5,D,Pública
4991,48,52.6,50,56.5,69,65,70,44,40,45,46.5,C,Pública
4992,59.1,60.4,50,76,79,75,80,73,85,70,58.6,D,Pública
4993,37.9,13.4,0,33.5,37,65,30,30,50,25,46,C,Pública
4994,41,35.2,50,13,0,0,0,26,50,20,42.9,D,Pública
4995,56.1,51.4,50,53.5,39,75,30,68,60,70,57.6,C,Pública
4996,60.4,47.5,37.5,62.5,53,65,50,72,60,75,64.7,C,Pública
4997,69.6,47.9,37.5,63.5,64,60,65,63,35,70,76.8,D,Pública
4998,80.1,46.3,12.5,97,99,95,100,95,75,100,91.4,D,Pública
4999,43,64.5,62.5,67.5,59,75,55,76,80,75,35.8,D,Pública
5000,44.2,60.1,62.5,56.5,60,60,60,53,65,50,38.9,C,Pública
5001,65.1,78.6,75,84,72,80,70,96,80,100,60.6,B,Pública
5002,29.6,54.5,37.5,80,67,75,65,93,65,100,21.3,D,Pública
5003,26.3,37,25,55,55,75,50,55,75,50,22.7,C,Pública
5004,69.7,52.7,62.5,38,0,0,0,76,80,75,75.3,D,Pública
5005,57.8,62.8,75,44.5,38,70,30,51,75,45,56.1,B,Pública
5006,80.1,50.5,37.5,70,65,85,60,75,75,75,89.9,D,Pública
5007,51.1,42.1,37.5,49,32,40,30,66,50,70,54.1,B,Pública
5009,23.9,0,0,0,0,0,0,0,0,0,31.9,B,Pública
5011,44.1,49,25,85,77,85,75,93,65,100,42.5,B,Pública
5012,67.4,78.8,75,84.5,74,70,75,95,75,100,63.6,D,Pública
5013,64.3,67.8,50,94.5,96,80,100,93,65,100,63.1,D,Pública
5014,73.1,64.9,62.5,68.5,60,80,55,77,85,75,75.8,C,Pública
5015,55.2,58.6,50,71.5,48,80,40,95,75,100,54.1,D,Pública
5016,25,15,25,0,0,0,0,0,0,0,28.3,B,Pública
5017,77.3,77.3,87.5,62,55,75,50,69,65,70,77.3,D,Pública
5018,26.9,22.5,37.5,0,0,0,0,0,0,0,28.3,B,Pública
5019,54.1,55.4,50,63.5,56,60,55,71,75,70,53.6,E,Pública
5020,35.4,53.9,37.5,78.5,86,70,90,71,75,70,29.2,D,Pública
5021,60.6,84.5,87.5,80,61,85,55,99,95,100,52.6,D,Pública
5026,71.5,71.9,62.5,86,76,60,80,96,80,100,71.3,.,Pública
5029,23.5,33.4,25,46,62,70,60,30,50,25,20.2,B,Pública
5030,39,46.9,37.5,61,77,65,80,45,45,45,36.4,B,Pública
5031,57,70.1,62.5,81.5,73,65,75,90,50,100,52.6,B,Pública
5033,50.3,52.3,62.5,37,74,70,75,0,0,0,49.6,C,Pública
5034,18.4,23.9,12.5,41,47,55,45,35,75,25,16.6,D,Pública
5038,50.3,63.5,62.5,65,76,60,80,54,70,50,45.9,C,Pública
5041,42.1,59.4,50,73.5,77,65,80,70,70,70,36.3,D,Pública
5042,48.2,51.8,50,54.5,62,70,60,47,55,45,47,C,Pública
5043,65.3,62.7,62.5,63,51,75,45,75,75,75,66.2,D,Pública
5045,67.1,55.8,50,64.5,80,80,80,49,65,45,70.8,C,Pública
5046,36.8,50.7,42.9,62.5,50,50,50,75,75,75,32.2,C,Pública
5047,45.6,67.8,71.4,62.5,50,50,50,75,75,75,38.2,E,Pública
5049,44.6,59.5,42.9,84.5,96,80,100,73,65,75,39.6,D,Pública
5050,44.8,58.9,57.1,61.5,73,45,80,50,50,50,40.1,C,Pública
5051,38.5,50.1,42.9,61,54,50,55,68,60,70,34.6,B,Pública
5052,64.7,52.9,57.1,46.5,0,0,0,93,65,100,68.6,.,Pública
5053,41.4,43.4,28.6,65.5,56,60,55,75,75,75,40.7,D,Pública
5054,27.7,35.9,42.9,25.5,0,0,0,51,55,50,24.9,C,Pública
5055,62.4,72.7,57.1,96,96,80,100,96,80,100,59,D,Pública
5056,50.1,38.8,28.6,54,40,40,40,68,60,70,53.9,D,Pública
5057,36.5,45.1,42.9,48.5,65,65,65,32,60,25,33.6,C,Pública
5058,63.7,62.9,57.1,71.5,71,75,70,72,80,70,64,C,Pública
5059,18.1,9.4,0,23.5,34,50,30,13,65,0,21,C,Pública
5060,33.5,49.3,42.9,59,67,75,65,51,75,45,28.2,D,Pública
5061,33.5,49.8,71.4,17.5,35,55,30,0,0,0,28.1,D,Pública
5062,54.2,77.2,71.4,86,78,70,80,94,70,100,46.5,D,Pública
5063,32.3,43.8,28.6,66.5,67,75,65,66,30,75,28.4,D,Pública
5064,25.7,50.1,42.9,61,76,60,80,46,50,45,17.5,C,Pública
5065,37.8,35.6,28.6,46,48,40,50,44,40,45,38.5,C,Pública
5067,31.8,61.3,57.1,67.5,45,65,40,90,50,100,21.9,D,Pública
5068,76,56.5,42.9,77,84,60,90,70,50,75,82.5,C,Pública
5069,43.3,39.6,28.6,56,59,55,60,53,65,50,44.5,C,Pública
5070,54.2,57.9,57.1,59,67,75,65,51,75,45,53,C,Pública
5071,51.7,50.8,71.4,20,30,50,25,10,50,0,52,C,Pública
5072,54.1,68,71.4,63,55,75,50,71,75,70,49.4,D,Pública
5073,44.6,36.9,42.9,28,44,60,40,12,60,0,47.1,C,Pública
5074,65.4,53.3,42.9,69,63,55,65,75,75,75,69.4,D,Pública
5075,33.8,48.9,57.1,36.5,31,55,25,42,30,45,28.8,D,Pública
5076,56,80.8,71.4,95,95,75,100,95,75,100,47.7,D,Pública
5077,19.5,46.7,42.9,52.5,55,55,55,50,70,45,10.4,D,Pública
5078,31.8,35.2,14.3,66.5,80,80,80,53,65,50,30.7,D,Pública
5079,45.5,48.9,57.1,36.5,73,65,75,0,0,0,44.4,E,Pública
5080,46.7,45.3,42.9,49,49,45,50,49,45,50,47.1,C,Pública
5081,55.4,71.4,71.4,71.5,67,75,65,76,80,75,50.1,D,Pública
5082,39.8,57.7,57.1,58.5,67,75,65,50,50,50,33.8,C,Pública
5083,49,47,28.6,74.5,56,80,50,93,65,100,49.6,D,Pública
5084,58.1,65.5,57.1,78,79,75,80,77,85,75,55.6,D,Pública
5085,51.2,64.8,71.4,55,75,75,75,35,75,25,46.6,C,Pública
5086,56.9,49.1,42.9,58.5,68,40,75,49,65,45,59.5,C,Pública
5087,46.2,44.8,28.6,69,63,75,60,75,75,75,46.7,E,Pública
5088,29.8,55.3,57.1,52.5,74,70,75,31,55,25,21.3,C,Pública
5089,25.3,25.6,0,64,78,70,80,50,50,50,25.2,C,Pública
5090,27.5,40.2,28.6,57.5,65,45,70,50,70,45,23.3,C,Pública
5091,65.4,72.8,85.7,53.5,59,75,55,48,40,50,62.9,D,Pública
5092,35.8,58.5,57.1,60.5,53,65,50,68,60,70,28.2,D,Pública
5093,42.7,48.5,42.9,57,44,60,40,70,50,75,40.7,B,Pública
5094,50.7,57.3,42.9,79,85,65,90,73,65,75,48.5,C,Pública
5095,23.4,14.8,14.3,15.5,31,55,25,0,0,0,26.3,E,Pública
5096,53,68.7,57.1,86,77,65,80,95,75,100,47.7,D,Pública
5097,50.5,57.5,57.1,58,61,65,60,55,75,50,48.1,D,Pública
5098,31.9,39.3,42.9,34,0,75,0,68,60,70,29.4,B,Pública
5099,62.1,68.8,71.4,65,80,80,80,50,50,50,59.8,D,Pública
5100,51.4,59.5,57.1,63,71,75,70,55,75,50,48.7,D,Pública
5102,30.8,34.3,57.1,0,0,60,0,0,0,0,29.6,C,Pública
5104,41.8,30.6,14.3,55,59,75,55,51,55,50,45.5,D,Pública
5105,26.8,59.1,57.1,62,73,65,75,51,75,45,16,C,Pública
5106,71.2,70.8,71.4,70,65,65,65,75,75,75,71.3,D,Pública
5107,41.2,31.2,28.6,35,58,70,55,12,60,0,44.5,D,Pública
5109,53.2,73.6,85.7,55.5,62,50,65,49,65,45,46.4,D,Pública
5110,10.3,25.4,0,63.5,52,40,55,75,75,75,5.3,.,Pública
5111,59.2,71.6,71.4,72,71,75,70,73,65,75,55,D,Pública
5112,73.4,71.4,71.4,71.5,79,75,80,64,40,70,74.1,D,Pública
5113,53.7,48.1,42.9,56,95,75,100,17,85,0,55.5,D,Pública
5114,58.4,64.3,57.1,75,79,75,80,71,75,70,56.4,D,Pública
5115,55.2,58.5,57.1,60.5,52,60,50,69,65,70,54.1,C,Pública
5116,38.1,52.5,42.9,67,63,55,65,71,55,75,33.3,C,Pública
5117,50.1,58.7,42.9,82.5,93,65,100,72,60,75,47.2,C,Pública
5118,41.5,47.3,42.9,54,61,65,60,47,55,45,39.5,D,Pública
5119,50.4,17.2,28.6,0,0,0,0,0,0,0,61.5,D,Pública
5120,49.9,59.9,57.1,64,57,65,55,71,55,75,46.6,E,Pública
5121,23.9,34.2,14.3,64,57,65,55,71,55,75,20.5,C,Pública
5122,54.8,55.7,42.9,75,79,75,80,71,55,75,54.5,D,Pública
5123,59,75.6,75,76.5,67,55,70,86,30,100,53.4,D,Pública
5124,26,49,50,47.5,61,65,60,34,70,25,18.3,B,Pública
5125,30.7,54,50,60,65,65,65,55,75,50,22.9,B,Pública
5126,21.5,29.5,12.5,55,79,75,80,31,75,20,18.8,E,Pública
5132,36.3,53.4,50,58.5,62,50,65,55,75,50,30.6,C,Pública
5134,44.5,59,50,72.5,76,60,80,69,65,70,39.7,D,Pública
5135,34.3,44.9,37.5,56,39,75,30,73,65,75,30.8,D,Pública
5137,22.3,22.5,37.5,0,0,0,0,0,0,0,22.2,C,Pública
5138,20.1,20.6,0,51.5,37,25,40,66,50,70,19.9,E,Pública
5145,28.9,57.7,62.5,50.5,52,60,50,49,65,45,19.3,C,Pública
5147,41.7,59.6,50,74,76,60,80,72,60,75,35.7,D,Pública
5150,31.1,47.3,37.5,62,71,55,75,53,65,50,25.7,D,Pública
5159,39.4,68.6,75,59,67,75,65,51,75,45,29.6,C,Pública
5160,41.2,51.5,37.5,72.5,52,60,50,93,65,100,37.7,D,Pública
5170,36,45.7,37.5,58,45,65,40,71,75,70,32.8,D,Pública
5173,40.6,47.7,62.5,25.5,51,55,50,0,0,0,38.2,E,Pública
5179,45.7,85.9,87.5,83.5,75,75,75,92,60,100,32.3,D,Pública
5182,44.8,52.5,37.5,75,78,70,80,72,60,75,42.2,D,Pública
5185,50.1,77.3,87.5,62,50,50,50,74,70,75,41,C,Pública
5193,34.6,30,14.3,53.5,56,80,50,51,75,45,36.1,D,Pública
5194,27.9,31.8,28.6,36.5,22,50,15,51,55,50,26.6,C,Pública
5197,34.9,56.5,57.1,55.5,42,50,40,69,45,75,27.7,C,Pública
5199,44.5,42.8,71.4,0,0,50,0,0,65,0,45.1,E,Pública
5200,36.7,50.5,42.9,62,57,45,60,67,55,70,32.1,C,Pública
5201,40.7,27,28.6,24.5,0,0,0,49,65,45,45.2,D,Pública
5202,58.8,64.7,57.1,76,79,75,80,73,65,75,56.8,D,Pública
5204,30.2,44.4,14.3,89.5,79,75,80,100,100,100,25.5,C,Pública
5205,26.6,42.9,42.9,43,33,65,25,53,65,50,21.2,C,Pública
5206,41.9,34.3,57.1,0,0,0,0,0,0,0,44.4,C,Pública
5207,32.4,28.1,42.9,6,0,75,0,12,60,0,33.8,D,Pública
5208,61.5,69,71.4,65.5,79,75,80,52,80,45,59,C,Pública
5209,48.5,85.2,100,63,59,75,55,67,55,70,36.2,B,Pública
5210,37.1,57.3,42.9,79,68,60,70,90,50,100,30.4,C,Pública
5211,43.9,50.9,57.1,41.5,58,50,60,25,45,20,41.5,B,Pública
5212,32.1,39.7,57.1,13.5,27,35,25,0,0,0,29.6,B,Pública
5213,58.3,37.6,14.3,72.5,95,75,100,50,50,50,65.2,D,Pública
5215,42.8,57.7,42.9,80,90,50,100,70,50,75,37.8,C,Pública
5216,49.8,55.3,42.9,74,53,85,45,95,75,100,47.9,D,Pública
5218,43.3,40.1,42.9,36,72,60,75,0,0,0,44.4,C,Pública
5219,44.9,73.2,71.4,76,80,80,80,72,60,75,35.5,E,Pública
5221,68.5,79.4,71.4,91.5,87,75,90,96,80,100,64.9,C,Pública
5222,34.4,53.1,42.9,68.5,63,75,60,74,70,75,28.2,D,Pública
5224,45,58.4,71.4,39,78,70,80,0,0,0,40.5,D,Pública
5225,41.5,58.5,57.1,60.5,75,75,75,46,50,45,35.8,D,Pública
5226,55.1,44,28.6,67,64,60,65,70,50,75,58.8,C,Pública
5227,29.7,41.3,42.9,39,34,50,30,44,40,45,25.8,C,Pública
5229,38.2,35,28.6,44.5,56,80,50,33,65,25,39.2,C,Pública
5230,36.5,37.5,57.1,8,0,0,0,16,80,0,36.2,D,Pública
